Student Country,Topic,Subtopic,Keywords,Type of Answer
3,3,4,184,0
1,3,4,184,0
3,7,15,160,1
2,7,15,160,1
2,7,15,160,1
2,7,15,160,1
3,7,15,160,1
1,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
2,7,15,160,0
2,7,15,160,0
6,7,15,160,1
6,7,15,160,1
6,7,15,160,0
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,0
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
1,7,15,160,0
1,7,15,160,0
1,7,15,160,0
1,7,15,160,0
1,7,15,160,0
1,7,15,160,0
1,7,15,160,1
1,7,15,160,1
3,7,15,160,0
1,7,15,160,1
3,7,15,160,1
3,7,15,193,1
1,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
1,7,15,193,1
1,7,15,193,1
1,7,15,193,1
3,7,15,193,0
1,7,15,193,1
2,9,13,169,0
3,9,13,169,1
2,9,13,169,1
2,9,13,169,0
3,9,13,169,0
2,9,13,169,1
2,9,13,169,0
2,9,13,169,1
3,9,13,99,0
3,9,13,99,0
3,9,13,169,0
2,9,13,169,1
3,7,15,193,1
3,7,15,193,0
0,7,15,193,1
3,7,15,193,0
1,7,15,193,1
1,7,15,193,1
4,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
2,7,15,193,0
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,0
6,7,15,193,1
6,7,15,193,1
6,7,15,193,0
6,7,15,193,0
6,7,15,193,1
6,7,15,193,0
6,7,15,193,0
6,7,15,193,1
1,7,15,193,0
1,7,15,193,1
3,7,15,193,0
2,7,15,193,0
1,7,15,193,0
1,7,15,193,0
1,7,15,193,0
1,7,15,193,1
1,7,15,193,1
1,7,15,193,0
1,7,15,193,0
1,7,15,193,0
1,7,15,193,1
3,7,15,277,1
2,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
2,7,15,277,1
3,7,15,277,0
1,7,15,277,1
1,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
1,7,15,277,1
0,7,15,152,1
3,7,15,152,1
2,7,15,152,1
3,7,15,152,1
1,7,15,152,1
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,0
3,7,15,152,0
3,7,15,152,1
3,7,15,152,0
3,7,15,152,0
3,7,15,152,0
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,1
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,1
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,1
3,7,15,152,1
3,7,15,152,0
1,7,15,152,1
1,7,15,152,1
1,7,15,152,1
1,7,15,152,0
3,7,15,152,1
3,7,15,152,1
3,7,15,152,0
3,7,15,152,0
1,7,15,152,1
1,7,15,152,1
3,7,15,160,1
3,7,15,160,1
2,7,15,160,0
2,7,15,160,0
2,7,15,160,1
1,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
2,7,15,160,1
3,7,15,160,1
1,7,15,160,1
1,7,15,160,1
1,7,15,160,1
1,7,15,160,1
3,7,15,160,0
1,7,15,160,1
1,7,15,160,1
3,7,15,152,0
0,7,15,152,0
2,7,15,152,1
1,7,15,152,1
3,7,15,152,1
1,7,15,152,0
1,7,15,152,0
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,1
3,7,15,152,1
3,7,15,152,1
3,7,15,152,0
3,7,15,152,0
3,7,15,152,0
3,7,15,152,1
3,7,15,152,0
3,7,15,152,0
3,7,15,152,1
3,7,15,152,1
3,7,15,152,0
3,7,15,152,0
3,7,15,152,0
3,7,15,152,0
3,7,15,152,0
3,7,15,152,0
3,7,15,152,0
3,7,15,152,0
3,7,15,152,1
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,1
3,7,15,152,1
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,0
3,7,15,152,1
3,7,15,152,0
3,7,15,152,0
3,7,15,152,1
3,7,15,152,1
2,7,15,152,1
2,7,15,152,1
6,7,15,152,1
6,7,15,152,1
6,7,15,152,1
6,7,15,152,1
6,7,15,152,0
6,7,15,152,1
6,7,15,152,1
6,7,15,152,1
6,7,15,152,1
6,7,15,152,1
6,7,15,152,0
1,7,15,152,0
1,7,15,152,1
1,7,15,152,0
3,7,15,152,1
2,7,15,152,1
1,7,15,152,0
1,7,15,152,0
1,7,15,152,0
3,7,15,152,1
3,7,15,278,1
3,7,15,278,1
2,7,15,278,0
3,7,15,278,0
3,7,15,278,1
3,7,15,278,1
3,7,15,278,0
3,7,15,278,1
3,7,15,278,1
3,7,15,278,1
3,7,15,278,0
3,7,15,278,1
3,7,15,278,0
3,7,15,278,1
3,7,15,278,1
3,7,15,278,1
3,7,15,278,1
3,7,15,278,0
3,7,15,278,1
3,7,15,278,1
3,7,15,278,0
3,7,15,278,0
3,7,15,278,1
3,7,15,278,0
2,7,15,278,0
3,7,15,278,0
1,7,15,278,1
1,7,15,278,1
1,7,15,278,1
1,7,15,278,1
1,7,15,278,0
1,7,15,278,0
3,7,15,278,0
3,7,15,278,0
1,7,15,278,1
1,7,15,278,1
3,7,15,277,0
2,7,15,277,1
2,7,15,277,0
1,7,15,277,1
3,7,15,277,1
1,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
1,7,15,277,0
1,7,15,277,1
1,7,15,277,1
1,7,15,277,1
1,7,15,277,1
1,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
1,7,15,277,0
1,7,15,277,1
0,10,20,94,0
3,10,20,94,0
3,10,20,94,0
3,10,20,94,1
3,10,20,94,0
3,10,20,286,0
3,10,20,286,0
3,10,20,286,0
3,7,15,160,0
3,7,15,160,1
0,7,15,160,0
2,7,15,160,1
3,7,15,160,1
1,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,0
1,7,15,160,1
1,7,15,160,1
1,7,15,160,0
3,7,15,160,1
1,7,15,160,0
1,7,15,160,0
1,7,15,160,1
1,7,15,160,0
3,7,15,160,1
1,7,15,160,1
1,7,15,160,0
0,10,20,286,0
3,10,20,286,0
3,10,20,286,0
2,10,20,286,1
0,10,20,92,0
3,10,20,92,0
3,10,20,92,1
3,10,20,92,0
3,10,20,92,0
3,10,20,92,0
0,10,20,286,0
3,10,20,286,0
3,10,20,286,1
3,10,20,286,0
3,10,20,286,0
0,10,20,286,1
3,10,20,286,0
3,10,20,286,1
3,10,20,286,0
2,10,20,286,1
3,10,20,286,0
3,10,20,286,1
3,10,20,287,0
3,10,20,287,0
3,10,20,287,0
3,10,20,287,0
3,10,20,287,0
3,10,20,3,0
3,10,20,3,1
3,10,20,3,0
0,10,20,3,0
3,10,20,3,0
3,10,20,3,1
3,10,20,3,0
3,10,20,3,1
3,10,20,3,0
3,10,20,3,0
3,10,20,3,1
2,10,20,3,0
3,10,20,3,0
0,10,20,93,0
3,10,20,93,1
3,10,20,93,0
3,7,15,279,0
2,7,15,279,1
1,7,15,279,1
3,7,15,279,0
3,7,15,279,0
3,7,15,279,1
3,7,15,279,1
3,7,15,279,0
3,7,15,279,1
3,7,15,279,0
3,7,15,279,0
3,7,15,279,1
3,7,15,279,1
3,7,15,279,1
3,7,15,279,1
3,7,15,279,1
3,7,15,279,0
3,7,15,279,1
3,7,15,279,1
3,7,15,279,0
3,7,15,279,0
3,7,15,279,1
3,7,15,279,1
3,7,15,279,0
3,7,15,279,0
3,7,15,279,0
3,7,15,279,0
1,7,15,279,1
1,7,15,279,0
1,7,15,279,0
1,7,15,279,1
1,7,15,279,1
1,7,15,279,0
3,7,15,279,1
3,7,15,279,0
1,7,15,279,0
0,10,20,90,1
3,10,20,90,0
3,10,20,90,1
3,10,20,90,0
2,10,20,90,1
3,10,20,11,1
3,10,20,11,1
3,10,20,11,1
3,10,20,11,1
2,6,11,63,0
3,6,11,63,0
3,6,11,63,1
3,6,11,63,0
3,6,11,63,0
3,6,11,63,1
3,6,11,63,1
3,6,11,63,1
3,10,20,63,1
2,6,11,63,0
3,6,11,63,0
3,6,11,63,1
3,10,20,11,0
3,7,23,307,1
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,1
3,7,23,307,0
2,7,23,307,0
2,7,23,307,0
2,7,23,307,0
2,7,23,307,0
2,7,23,307,0
2,7,23,307,0
2,7,23,307,0
2,7,23,307,0
2,7,23,307,1
2,7,23,307,1
2,7,23,307,0
2,7,23,307,1
3,7,23,307,1
1,7,23,307,1
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,1
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,1
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,1
3,7,23,307,0
3,7,23,307,1
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,1
3,7,23,307,0
3,7,23,307,0
3,7,23,307,1
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,0
3,7,23,307,1
3,7,23,307,0
3,7,23,307,0
3,7,23,307,1
6,7,23,307,1
6,7,23,307,1
6,7,23,307,0
6,7,23,307,1
6,7,23,307,1
6,7,23,307,0
6,7,23,307,1
6,7,23,307,1
6,7,23,307,1
6,7,23,307,1
6,7,23,307,1
6,7,23,307,1
6,7,23,307,1
6,7,23,307,0
1,7,23,307,1
3,7,23,307,0
2,7,23,307,0
1,7,23,307,0
1,7,23,307,1
1,7,23,307,1
1,7,23,307,0
1,7,23,307,1
1,7,23,307,1
1,7,23,307,0
3,7,23,307,0
3,7,23,307,1
1,7,23,307,0
1,7,23,307,1
3,7,23,307,1
3,10,20,96,0
3,10,20,96,1
2,10,20,96,1
3,6,11,142,0
0,10,20,11,0
3,10,20,11,0
3,7,23,326,1
3,7,23,326,0
3,7,23,326,0
3,7,23,326,0
4,7,23,326,0
2,7,23,326,0
2,7,23,326,1
2,7,23,326,0
2,7,23,326,1
2,7,23,326,1
2,7,23,326,1
2,7,23,326,1
2,7,23,326,1
2,7,23,326,1
1,7,23,326,0
3,7,23,326,0
3,7,23,326,0
3,7,23,326,1
3,7,23,326,0
3,7,23,326,1
3,7,23,326,0
3,7,23,326,0
3,7,23,326,0
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,0
3,7,23,326,0
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,0
3,7,23,326,1
3,7,23,326,0
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,0
3,7,23,326,1
3,7,23,326,0
3,7,23,326,0
3,7,23,326,0
3,7,23,326,0
3,7,23,326,1
3,7,23,326,0
3,7,23,326,0
3,7,23,326,0
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,0
3,7,23,326,0
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
3,7,23,326,1
2,7,23,326,1
6,7,23,326,0
6,7,23,326,0
6,7,23,326,1
6,7,23,326,1
6,7,23,326,1
6,7,23,326,1
6,7,23,326,1
6,7,23,326,0
6,7,23,326,1
6,7,23,326,1
6,7,23,326,1
6,7,23,326,0
6,7,23,326,1
6,7,23,326,1
6,7,23,326,1
6,7,23,326,1
6,7,23,326,0
6,7,23,326,0
6,7,23,326,1
6,7,23,326,1
6,7,23,326,1
1,7,23,326,1
2,7,23,326,0
2,7,23,326,0
2,7,23,326,0
2,7,23,326,0
3,7,23,326,0
1,7,23,326,1
1,7,23,326,1
1,7,23,326,1
1,7,23,326,1
1,7,23,326,0
1,7,23,326,0
1,7,23,326,1
1,7,23,326,0
3,7,23,326,0
3,7,23,326,1
1,7,23,326,1
3,7,23,326,0
3,10,20,11,0
3,10,20,11,1
3,10,20,11,1
2,7,15,194,1
2,7,15,194,1
3,7,15,194,1
3,7,15,194,0
3,7,15,194,1
3,7,15,194,1
3,7,15,194,1
3,7,15,194,0
3,7,15,194,1
3,7,15,194,1
3,7,15,194,0
3,7,15,194,1
3,7,15,194,0
3,7,15,194,1
3,7,15,194,1
3,7,15,194,0
3,7,15,194,0
3,7,15,194,1
3,7,15,194,1
3,7,15,194,0
3,7,15,194,0
3,7,15,194,0
3,7,15,194,1
3,7,15,194,1
3,7,15,194,0
3,7,15,194,0
3,7,15,194,1
3,7,15,194,1
3,7,15,194,0
3,7,15,194,1
6,7,15,194,1
6,7,15,194,1
6,7,15,194,1
6,7,15,194,1
6,7,15,194,0
6,7,15,194,1
6,7,15,194,1
6,7,15,194,1
6,7,15,194,1
6,7,15,194,1
6,7,15,194,0
6,7,15,194,1
6,7,15,194,1
6,7,15,194,1
1,7,15,194,0
1,7,15,194,0
1,7,15,194,1
1,7,15,194,0
1,7,15,194,0
1,7,15,194,0
1,7,15,194,0
3,7,15,194,1
1,7,15,194,1
1,7,15,194,1
1,7,15,194,0
3,10,20,11,0
3,10,20,11,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
2,7,15,160,0
2,7,15,160,1
1,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
2,7,15,160,0
2,7,15,160,0
6,7,15,160,0
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,0
6,7,15,160,0
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
1,7,15,160,0
1,7,15,160,0
1,7,15,160,1
1,7,15,160,0
1,7,15,160,1
1,7,15,160,0
1,7,15,160,0
1,7,15,160,1
3,7,15,160,0
2,7,15,160,1
2,7,15,160,0
1,7,15,160,0
1,7,15,160,0
1,7,15,160,0
1,7,15,160,1
1,7,15,160,1
1,7,15,160,0
1,7,15,160,0
1,7,15,160,0
1,7,15,160,0
3,7,15,160,0
3,10,20,44,1
3,10,20,44,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
0,7,15,160,1
4,7,15,160,0
2,7,15,160,0
1,7,15,160,0
1,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,0
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
3,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,0
6,7,15,160,1
6,7,15,160,1
6,7,15,160,1
6,7,15,160,0
6,7,15,160,1
6,7,15,160,0
6,7,15,160,1
6,7,15,160,0
6,7,15,160,0
6,7,15,160,1
6,7,15,160,0
6,7,15,160,1
1,7,15,160,1
1,7,15,160,1
1,7,15,160,1
1,7,15,160,0
2,7,15,160,0
1,7,15,160,0
1,7,15,160,1
1,7,15,160,1
1,7,15,160,0
1,7,15,160,1
1,7,15,160,0
1,7,15,160,0
3,7,15,160,0
1,7,15,160,1
1,7,15,160,0
1,7,15,160,1
1,7,15,160,0
5,7,15,160,1
3,7,15,174,1
3,7,15,174,0
3,7,15,174,1
3,7,15,174,1
2,7,15,174,1
1,7,15,174,1
1,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,1
3,7,15,174,1
3,7,15,174,0
3,7,15,174,1
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,1
3,7,15,174,1
3,7,15,174,1
3,7,15,174,1
3,7,15,174,1
3,7,15,174,1
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,0
3,7,15,174,1
3,7,15,174,1
3,7,15,174,1
3,7,15,174,0
3,7,15,174,0
3,7,15,174,1
3,7,15,174,0
3,7,15,174,1
2,7,15,174,1
6,7,15,174,1
6,7,15,174,1
6,7,15,174,0
6,7,15,174,1
6,7,15,174,1
6,7,15,174,1
6,7,15,174,1
6,7,15,174,1
1,7,15,174,1
1,7,15,174,1
1,7,15,174,0
1,7,15,174,0
3,7,15,174,1
2,7,15,174,0
1,7,15,174,0
1,7,15,174,1
1,7,15,174,0
1,7,15,174,0
1,7,15,174,1
1,7,15,174,1
3,7,15,174,0
3,7,15,277,0
3,7,15,277,0
2,7,15,277,1
2,7,15,277,1
1,7,15,277,0
1,7,15,277,0
1,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
6,7,15,277,1
6,7,15,277,0
6,7,15,277,0
6,7,15,277,1
6,7,15,277,1
6,7,15,277,1
6,7,15,277,0
6,7,15,277,1
6,7,15,277,1
6,7,15,277,1
6,7,15,277,1
6,7,15,277,1
6,7,15,277,1
1,7,15,277,0
1,7,15,277,0
1,7,15,277,0
3,7,15,277,1
2,7,15,277,0
1,7,15,277,0
1,7,15,277,1
1,7,15,277,0
1,7,15,277,0
1,7,15,277,1
1,7,15,277,0
3,7,15,277,1
2,1,2,218,1
2,1,2,218,0
2,1,2,218,0
2,1,2,218,1
2,1,2,218,0
3,1,2,218,1
3,1,2,218,0
3,1,2,218,0
3,1,2,218,0
3,1,2,218,1
3,1,2,218,0
3,1,2,218,0
3,1,2,218,0
3,1,2,218,0
3,1,2,218,0
3,1,2,218,0
3,1,2,218,0
3,1,2,218,1
3,1,2,218,1
3,1,2,218,0
3,1,2,218,0
3,1,2,218,0
2,1,2,282,1
2,1,2,282,0
1,1,2,282,0
1,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,1
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,1
3,1,2,282,1
3,1,2,282,0
3,1,2,282,1
2,1,2,282,1
3,1,2,282,1
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,1
2,1,2,282,0
2,1,2,282,0
2,1,2,282,0
2,1,2,282,0
2,1,2,282,0
2,1,2,282,1
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,1
3,1,2,282,1
3,1,2,282,1
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
2,1,2,282,0
2,1,2,282,1
2,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
2,1,2,282,1
2,1,2,282,0
2,1,2,282,0
2,1,2,282,0
2,1,2,282,0
1,1,2,282,1
1,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,0
3,1,2,282,1
3,1,2,282,0
3,1,2,282,0
3,1,2,282,1
3,1,2,282,1
3,1,2,282,0
2,1,2,282,0
3,1,2,282,1
3,1,2,282,0
3,1,2,282,0
2,1,2,48,1
2,1,2,48,0
2,1,2,48,0
2,1,2,48,0
1,1,2,48,1
1,1,2,48,0
1,1,2,48,0
3,1,2,48,0
3,1,2,48,1
3,1,2,48,1
3,1,2,48,0
3,1,2,48,0
3,1,2,48,0
3,1,2,48,0
2,1,2,47,1
2,1,2,47,0
2,1,2,47,0
1,1,2,47,1
3,1,2,47,0
3,1,2,47,1
3,1,2,47,1
3,1,2,47,1
3,1,2,47,1
3,1,2,47,0
3,1,2,47,1
3,1,2,47,0
3,1,2,47,0
2,1,2,47,1
3,1,2,47,1
3,1,2,47,0
3,1,2,47,1
3,1,2,47,0
1,1,2,47,0
3,1,2,47,1
3,1,2,47,0
3,1,2,47,0
3,1,2,47,1
3,1,2,47,0
3,1,2,47,0
3,1,2,47,0
3,1,2,47,0
2,1,2,47,0
2,1,2,47,0
3,1,2,47,1
2,1,2,47,0
2,1,2,47,0
3,1,2,47,0
3,1,2,47,0
3,1,2,47,0
3,1,2,47,0
3,1,2,47,1
3,1,2,47,0
3,1,2,47,1
3,1,2,47,1
3,1,2,47,0
3,1,2,47,0
3,1,2,47,1
3,1,2,47,1
3,1,2,47,1
3,1,2,47,1
3,1,2,47,0
3,1,2,47,1
3,1,2,47,0
2,1,2,7,1
2,1,2,7,0
2,1,2,7,0
1,1,2,7,1
3,1,2,7,0
3,1,2,7,0
3,1,2,7,1
3,1,2,7,0
3,1,2,7,0
3,1,2,7,0
2,1,2,7,1
3,1,2,7,0
0,1,2,7,0
2,1,2,7,0
2,1,2,7,0
2,1,2,7,0
1,1,2,7,1
1,1,2,7,0
3,1,2,7,1
3,1,2,7,1
3,1,2,7,0
3,1,2,7,0
3,1,2,7,0
3,1,2,7,1
3,1,2,7,0
3,1,2,7,1
3,1,2,7,0
3,1,2,7,0
3,1,2,7,0
3,1,2,7,0
3,1,2,7,1
2,1,2,7,0
2,1,2,7,1
3,1,2,7,0
3,1,2,7,0
3,1,2,7,0
3,1,2,49,0
2,1,2,49,1
2,1,2,49,0
2,1,2,49,0
3,1,2,49,0
3,1,2,49,0
3,1,2,49,0
3,1,2,49,1
3,1,2,49,0
3,1,2,49,0
3,1,2,49,0
2,1,2,49,0
3,1,2,49,1
3,1,2,49,1
2,1,2,8,0
2,1,2,8,0
2,1,2,8,0
1,1,2,8,1
3,1,2,8,1
3,1,2,8,0
3,1,2,8,1
3,1,2,8,0
3,1,2,8,1
3,1,2,8,0
3,1,2,8,0
3,1,2,8,0
3,1,2,8,1
3,1,2,8,0
2,1,2,8,0
2,1,2,8,0
3,1,2,8,1
3,1,2,8,0
3,1,2,219,0
2,1,2,219,1
2,1,2,219,0
2,1,2,219,0
2,1,2,219,0
1,1,2,219,1
1,1,2,219,0
3,1,2,219,1
3,1,2,219,0
3,1,2,219,0
3,1,2,219,0
3,1,2,219,1
3,1,2,219,1
3,1,2,219,0
2,1,2,219,1
3,1,2,219,0
3,1,2,219,0
2,1,2,343,1
2,1,2,343,0
2,1,2,343,0
1,1,2,343,1
1,1,2,343,0
1,1,2,343,1
1,1,2,343,1
1,1,2,343,1
3,1,2,343,1
3,1,2,343,0
3,1,2,343,0
3,1,2,343,1
3,1,2,343,0
3,1,2,343,0
3,1,2,343,0
2,1,2,343,0
3,1,2,343,1
3,1,2,343,1
3,1,2,343,0
3,1,2,217,0
3,1,2,217,1
3,1,2,217,1
