Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,Keywords
988,3,321,0,1,7,15,160
168,3,321,0,1,7,15,160
168,3,321,0,1,7,15,160
168,3,321,1,1,7,15,160
168,3,321,0,1,7,15,160
967,3,321,1,1,7,15,160
972,3,321,0,1,7,15,160
972,3,321,0,1,7,15,160
972,3,321,0,1,7,15,160
378,3,321,0,1,7,15,160
1253,3,321,0,1,7,15,160
509,3,321,1,1,7,15,160
898,3,321,1,1,7,15,160
1146,3,321,0,1,7,15,160
1334,3,321,0,1,7,15,160
890,3,321,0,1,7,15,160
890,3,321,0,1,7,15,160
1080,3,321,1,1,7,15,160
473,3,321,0,1,7,15,160
1087,3,321,1,1,7,15,160
1109,3,321,0,1,7,15,160
1080,3,321,0,1,7,15,160
1173,3,321,0,1,7,15,160
1173,3,321,0,1,7,15,160
1140,3,321,0,1,7,15,160
1281,3,321,0,1,7,15,160
966,3,321,0,1,7,15,160
966,3,321,0,1,7,15,160
1077,3,321,0,1,7,15,160
1444,3,321,1,1,7,15,160
1149,3,321,1,1,7,15,160
468,3,321,0,1,7,15,160
899,2,321,0,1,7,15,160
899,2,321,0,1,7,15,160
1220,6,321,0,1,7,15,160
1220,6,321,1,1,7,15,160
1220,6,321,1,1,7,15,160
1220,6,321,1,1,7,15,160
1220,6,321,1,1,7,15,160
1220,6,321,1,1,7,15,160
1220,6,321,0,1,7,15,160
1220,6,321,0,1,7,15,160
1220,6,321,1,1,7,15,160
1220,6,321,1,1,7,15,160
1220,6,321,1,1,7,15,160
1220,6,321,1,1,7,15,160
884,1,321,0,1,7,15,160
884,1,321,0,1,7,15,160
884,1,321,1,1,7,15,160
884,1,321,0,1,7,15,160
851,1,321,1,1,7,15,160
851,1,321,0,1,7,15,160
851,1,321,0,1,7,15,160
633,1,321,1,1,7,15,160
965,3,321,0,1,7,15,160
955,2,321,1,1,7,15,160
955,2,321,0,1,7,15,160
1324,1,321,0,1,7,15,160
1322,1,321,0,1,7,15,160
1322,1,321,0,1,7,15,160
1322,1,321,1,1,7,15,160
1289,1,321,1,1,7,15,160
1291,1,321,0,1,7,15,160
840,1,321,0,1,7,15,160
634,1,321,0,1,7,15,160
634,1,321,0,1,7,15,160
1095,3,321,0,1,7,15,160
448,3,322,1,0,10,20,44
451,3,322,0,0,10,20,44
1339,3,323,1,1,7,15,160
956,3,323,0,1,7,15,160
1143,3,323,1,1,7,15,160
913,0,323,1,1,7,15,160
984,4,323,0,1,7,15,160
91,2,323,0,1,7,15,160
876,1,323,0,1,7,15,160
876,1,323,0,1,7,15,160
1076,3,323,1,1,7,15,160
168,3,323,0,1,7,15,160
168,3,323,0,1,7,15,160
168,3,323,0,1,7,15,160
168,3,323,0,1,7,15,160
168,3,323,0,1,7,15,160
167,3,323,1,1,7,15,160
510,3,323,1,1,7,15,160
972,3,323,0,1,7,15,160
972,3,323,0,1,7,15,160
1517,3,323,1,1,7,15,160
1081,3,323,1,1,7,15,160
1093,3,323,1,1,7,15,160
1194,3,323,1,1,7,15,160
1253,3,323,0,1,7,15,160
1256,3,323,0,1,7,15,160
1219,3,323,0,1,7,15,160
509,3,323,1,1,7,15,160
1146,3,323,1,1,7,15,160
1179,3,323,0,1,7,15,160
1334,3,323,1,1,7,15,160
394,3,323,1,1,7,15,160
1109,3,323,1,1,7,15,160
1080,3,323,1,1,7,15,160
473,3,323,0,1,7,15,160
1087,3,323,1,1,7,15,160
1087,3,323,1,1,7,15,160
1109,3,323,0,1,7,15,160
1173,3,323,1,1,7,15,160
1163,3,323,0,1,7,15,160
1140,3,323,0,1,7,15,160
1279,3,323,1,1,7,15,160
1281,3,323,0,1,7,15,160
1146,3,323,0,1,7,15,160
966,3,323,0,1,7,15,160
966,3,323,0,1,7,15,160
966,3,323,0,1,7,15,160
1195,3,323,1,1,7,15,160
1444,3,323,1,1,7,15,160
1149,3,323,1,1,7,15,160
468,3,323,1,1,7,15,160
1220,6,323,1,1,7,15,160
1220,6,323,1,1,7,15,160
1220,6,323,0,1,7,15,160
1220,6,323,1,1,7,15,160
1220,6,323,1,1,7,15,160
1220,6,323,1,1,7,15,160
1220,6,323,0,1,7,15,160
1220,6,323,1,1,7,15,160
1220,6,323,0,1,7,15,160
1220,6,323,1,1,7,15,160
1220,6,323,0,1,7,15,160
1220,6,323,0,1,7,15,160
1220,6,323,1,1,7,15,160
1220,6,323,0,1,7,15,160
1220,6,323,1,1,7,15,160
753,1,323,1,1,7,15,160
884,1,323,1,1,7,15,160
851,1,323,1,1,7,15,160
851,1,323,0,1,7,15,160
958,2,323,0,1,7,15,160
1324,1,323,0,1,7,15,160
1322,1,323,1,1,7,15,160
1322,1,323,1,1,7,15,160
1322,1,323,0,1,7,15,160
1299,1,323,1,1,7,15,160
1284,1,323,0,1,7,15,160
1284,1,323,0,1,7,15,160
72,3,323,0,1,7,15,160
840,1,323,1,1,7,15,160
840,1,323,0,1,7,15,160
840,1,323,1,1,7,15,160
840,1,323,0,1,7,15,160
625,5,323,1,1,7,15,160
1339,3,324,1,1,7,15,174
956,3,324,0,1,7,15,174
1143,3,324,1,1,7,15,174
1271,3,324,1,1,7,15,174
91,2,324,1,1,7,15,174
1319,1,324,1,1,7,15,174
876,1,324,0,1,7,15,174
1076,3,324,0,1,7,15,174
1076,3,324,0,1,7,15,174
168,3,324,0,1,7,15,174
168,3,324,0,1,7,15,174
168,3,324,0,1,7,15,174
168,3,324,0,1,7,15,174
168,3,324,0,1,7,15,174
168,3,324,0,1,7,15,174
972,3,324,0,1,7,15,174
972,3,324,0,1,7,15,174
1517,3,324,1,1,7,15,174
1517,3,324,1,1,7,15,174
378,3,324,0,1,7,15,174
1194,3,324,1,1,7,15,174
1256,3,324,0,1,7,15,174
1219,3,324,0,1,7,15,174
1219,3,324,0,1,7,15,174
1219,3,324,0,1,7,15,174
1219,3,324,1,1,7,15,174
898,3,324,1,1,7,15,174
1146,3,324,1,1,7,15,174
1171,3,324,1,1,7,15,174
1350,3,324,1,1,7,15,174
1109,3,324,1,1,7,15,174
473,3,324,0,1,7,15,174
1087,3,324,0,1,7,15,174
1173,3,324,0,1,7,15,174
1173,3,324,0,1,7,15,174
1163,3,324,1,1,7,15,174
1146,3,324,1,1,7,15,174
1279,3,324,1,1,7,15,174
966,3,324,0,1,7,15,174
966,3,324,0,1,7,15,174
1077,3,324,1,1,7,15,174
986,3,324,0,1,7,15,174
1195,3,324,1,1,7,15,174
899,2,324,1,1,7,15,174
1220,6,324,1,1,7,15,174
1220,6,324,1,1,7,15,174
1220,6,324,0,1,7,15,174
1220,6,324,1,1,7,15,174
1220,6,324,1,1,7,15,174
1220,6,324,1,1,7,15,174
1220,6,324,1,1,7,15,174
1220,6,324,1,1,7,15,174
884,1,324,1,1,7,15,174
884,1,324,1,1,7,15,174
884,1,324,0,1,7,15,174
884,1,324,0,1,7,15,174
1428,3,324,1,1,7,15,174
958,2,324,0,1,7,15,174
1324,1,324,0,1,7,15,174
1322,1,324,1,1,7,15,174
1284,1,324,0,1,7,15,174
885,1,324,0,1,7,15,174
840,1,324,1,1,7,15,174
840,1,324,1,1,7,15,174
1095,3,324,0,1,7,15,174
956,3,325,0,1,7,15,277
956,3,325,0,1,7,15,277
1091,2,325,1,1,7,15,277
91,2,325,1,1,7,15,277
876,1,325,0,1,7,15,277
876,1,325,0,1,7,15,277
876,1,325,0,1,7,15,277
1076,3,325,1,1,7,15,277
168,3,325,1,1,7,15,277
168,3,325,1,1,7,15,277
1252,3,325,1,1,7,15,277
967,3,325,0,1,7,15,277
972,3,325,0,1,7,15,277
972,3,325,0,1,7,15,277
591,3,325,1,1,7,15,277
1093,3,325,0,1,7,15,277
1194,3,325,1,1,7,15,277
1157,3,325,0,1,7,15,277
1256,3,325,1,1,7,15,277
1219,3,325,0,1,7,15,277
509,3,325,1,1,7,15,277
509,3,325,1,1,7,15,277
898,3,325,0,1,7,15,277
1171,3,325,1,1,7,15,277
394,3,325,1,1,7,15,277
1080,3,325,1,1,7,15,277
1087,3,325,0,1,7,15,277
966,3,325,0,1,7,15,277
966,3,325,0,1,7,15,277
986,3,325,1,1,7,15,277
1149,3,325,1,1,7,15,277
1173,3,325,0,1,7,15,277
359,3,325,1,1,7,15,277
359,3,325,1,1,7,15,277
468,3,325,1,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,0,1,7,15,277
1220,6,325,0,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,0,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,1,1,7,15,277
1220,6,325,1,1,7,15,277
884,1,325,0,1,7,15,277
884,1,325,0,1,7,15,277
851,1,325,0,1,7,15,277
1428,3,325,1,1,7,15,277
955,2,325,0,1,7,15,277
1322,1,325,0,1,7,15,277
1322,1,325,1,1,7,15,277
1284,1,325,0,1,7,15,277
1284,1,325,0,1,7,15,277
840,1,325,1,1,7,15,277
634,1,325,0,1,7,15,277
1095,3,325,1,1,7,15,277
91,2,326,1,1,1,2,218
90,2,326,0,1,1,2,218
90,2,326,0,1,1,2,218
128,2,326,1,1,1,2,218
128,2,326,0,1,1,2,218
457,3,326,1,1,1,2,218
591,3,326,0,1,1,2,218
769,3,326,0,1,1,2,218
163,3,326,0,1,1,2,218
71,3,326,1,1,1,2,218
71,3,326,0,1,1,2,218
414,3,326,0,1,1,2,218
411,3,326,0,1,1,2,218
422,3,326,0,1,1,2,218
422,3,326,0,1,1,2,218
411,3,326,0,1,1,2,218
419,3,326,0,1,1,2,218
420,3,326,1,1,1,2,218
28,3,326,1,1,1,2,218
421,3,326,0,1,1,2,218
72,3,326,0,1,1,2,218
72,3,326,0,1,1,2,218
90,2,327,1,1,1,2,282
128,2,327,0,1,1,2,282
175,1,327,0,1,1,2,282
175,1,327,0,1,1,2,282
1483,3,327,0,1,1,2,282
769,3,327,0,1,1,2,282
376,3,327,1,1,1,2,282
1487,3,327,0,1,1,2,282
174,3,327,0,1,1,2,282
163,3,327,0,1,1,2,282
71,3,327,1,1,1,2,282
409,3,327,1,1,1,2,282
422,3,327,0,1,1,2,282
420,3,327,1,1,1,2,282
80,2,327,1,1,1,2,282
37,3,327,1,1,1,2,282
37,3,327,0,1,1,2,282
421,3,327,0,1,1,2,282
72,3,327,0,1,1,2,282
41,3,328,1,1,1,2,282
90,2,328,0,1,1,2,282
128,2,328,0,1,1,2,282
128,2,328,0,1,1,2,282
128,2,328,0,1,1,2,282
91,2,328,0,1,1,2,282
128,2,328,1,1,1,2,282
1504,3,328,0,1,1,2,282
457,3,328,0,1,1,2,282
415,3,328,0,1,1,2,282
1487,3,328,0,1,1,2,282
1487,3,328,1,1,1,2,282
174,3,328,1,1,1,2,282
71,3,328,1,1,1,2,282
414,3,328,0,1,1,2,282
422,3,328,0,1,1,2,282
422,3,328,0,1,1,2,282
411,3,328,0,1,1,2,282
419,3,328,0,1,1,2,282
551,2,328,0,1,1,2,282
80,2,328,1,1,1,2,282
80,2,328,0,1,1,2,282
421,3,328,0,1,1,2,282
72,3,328,0,1,1,2,282
72,3,328,0,1,1,2,282
91,2,329,1,1,1,2,282
90,2,329,0,1,1,2,282
90,2,329,0,1,1,2,282
128,2,329,0,1,1,2,282
128,2,329,0,1,1,2,282
175,1,329,1,1,1,2,282
175,1,329,0,1,1,2,282
415,3,329,0,1,1,2,282
376,3,329,0,1,1,2,282
174,3,329,0,1,1,2,282
163,3,329,1,1,1,2,282
409,3,329,0,1,1,2,282
422,3,329,0,1,1,2,282
407,3,329,1,1,1,2,282
419,3,329,1,1,1,2,282
420,3,329,0,1,1,2,282
551,2,329,0,1,1,2,282
37,3,329,1,1,1,2,282
37,3,329,0,1,1,2,282
72,3,329,0,1,1,2,282
128,2,330,1,1,1,2,48
128,2,330,0,1,1,2,48
128,2,330,0,1,1,2,48
91,2,330,0,1,1,2,48
175,1,330,1,1,1,2,48
175,1,330,0,1,1,2,48
175,1,330,0,1,1,2,48
1504,3,330,0,1,1,2,48
457,3,330,1,1,1,2,48
591,3,330,1,1,1,2,48
71,3,330,0,1,1,2,48
409,3,330,0,1,1,2,48
411,3,330,0,1,1,2,48
419,3,330,0,1,1,2,48
91,2,331,1,1,1,2,47
90,2,331,0,1,1,2,47
128,2,331,0,1,1,2,47
175,1,331,1,1,1,2,47
376,3,331,0,1,1,2,47
1487,3,331,1,1,1,2,47
71,3,331,1,1,1,2,47
409,3,331,1,1,1,2,47
414,3,331,1,1,1,2,47
422,3,331,0,1,1,2,47
422,3,331,1,1,1,2,47
411,3,331,0,1,1,2,47
419,3,331,0,1,1,2,47
80,2,331,1,1,1,2,47
37,3,331,1,1,1,2,47
28,3,331,0,1,1,2,47
421,3,331,1,1,1,2,47
41,3,332,0,1,1,2,47
175,1,332,0,1,1,2,47
457,3,332,1,1,1,2,47
591,3,332,0,1,1,2,47
769,3,332,0,1,1,2,47
1487,3,332,1,1,1,2,47
1487,3,332,0,1,1,2,47
163,3,332,0,1,1,2,47
411,3,332,0,1,1,2,47
420,3,332,0,1,1,2,47
551,2,332,0,1,1,2,47
80,2,332,0,1,1,2,47
37,3,332,1,1,1,2,47
393,2,333,0,0,1,2,47
393,2,333,0,0,1,2,47
466,3,333,0,0,1,2,47
466,3,333,0,0,1,2,47
466,3,333,0,0,1,2,47
380,3,333,0,0,1,2,47
457,3,333,1,0,1,2,47
457,3,333,0,0,1,2,47
457,3,333,1,0,1,2,47
483,3,333,1,0,1,2,47
375,3,333,0,0,1,2,47
397,3,333,0,0,1,2,47
470,3,333,1,0,1,2,47
535,3,333,1,0,1,2,47
403,3,333,1,0,1,2,47
426,3,333,1,0,1,2,47
426,3,333,0,0,1,2,47
468,3,333,1,0,1,2,47
468,3,333,0,0,1,2,47
91,2,334,1,1,1,2,7
91,2,334,0,1,1,2,7
128,2,334,0,1,1,2,7
175,1,334,1,1,1,2,7
591,3,334,0,1,1,2,7
769,3,334,0,1,1,2,7
71,3,334,1,1,1,2,7
414,3,334,0,1,1,2,7
411,3,334,0,1,1,2,7
411,3,334,0,1,1,2,7
80,2,334,1,1,1,2,7
72,3,334,0,1,1,2,7
576,0,335,0,1,1,2,7
91,2,335,0,1,1,2,7
128,2,335,0,1,1,2,7
128,2,335,0,1,1,2,7
175,1,335,1,1,1,2,7
175,1,335,0,1,1,2,7
591,3,335,1,1,1,2,7
1483,3,335,1,1,1,2,7
69,3,335,0,1,1,2,7
415,3,335,0,1,1,2,7
376,3,335,0,1,1,2,7
1487,3,335,1,1,1,2,7
1487,3,335,0,1,1,2,7
163,3,335,1,1,1,2,7
414,3,335,0,1,1,2,7
411,3,335,0,1,1,2,7
422,3,335,0,1,1,2,7
411,3,335,0,1,1,2,7
407,3,335,1,1,1,2,7
551,2,335,0,1,1,2,7
80,2,335,1,1,1,2,7
37,3,335,0,1,1,2,7
28,3,335,0,1,1,2,7
72,3,335,0,1,1,2,7
41,3,336,0,1,1,2,49
91,2,336,1,1,1,2,49
128,2,336,0,1,1,2,49
91,2,336,0,1,1,2,49
457,3,336,0,1,1,2,49
415,3,336,0,1,1,2,49
376,3,336,0,1,1,2,49
174,3,336,1,1,1,2,49
414,3,336,0,1,1,2,49
411,3,336,0,1,1,2,49
411,3,336,0,1,1,2,49
551,2,336,0,1,1,2,49
37,3,336,1,1,1,2,49
28,3,336,1,1,1,2,49
128,2,337,0,1,1,2,8
91,2,337,0,1,1,2,8
128,2,337,0,1,1,2,8
175,1,337,1,1,1,2,8
152,3,337,1,1,1,2,8
457,3,337,0,1,1,2,8
591,3,337,1,1,1,2,8
1487,3,337,0,1,1,2,8
174,3,337,1,1,1,2,8
71,3,337,0,1,1,2,8
422,3,337,0,1,1,2,8
411,3,337,0,1,1,2,8
407,3,337,1,1,1,2,8
420,3,337,0,1,1,2,8
80,2,337,0,1,1,2,8
80,2,337,0,1,1,2,8
37,3,337,1,1,1,2,8
28,3,337,0,1,1,2,8
41,3,338,0,1,1,2,219
91,2,338,1,1,1,2,219
90,2,338,0,1,1,2,219
128,2,338,0,1,1,2,219
90,2,338,0,1,1,2,219
175,1,338,1,1,1,2,219
175,1,338,0,1,1,2,219
1504,3,338,1,1,1,2,219
415,3,338,0,1,1,2,219
769,3,338,0,1,1,2,219
163,3,338,0,1,1,2,219
71,3,338,1,1,1,2,219
409,3,338,1,1,1,2,219
411,3,338,0,1,1,2,219
80,2,338,1,1,1,2,219
72,3,338,0,1,1,2,219
72,3,338,0,1,1,2,219
90,2,339,1,1,1,2,343
128,2,339,0,1,1,2,343
90,2,339,0,1,1,2,343
175,1,339,1,1,1,2,343
175,1,339,0,1,1,2,343
175,1,339,1,1,1,2,343
175,1,339,1,1,1,2,343
175,1,339,1,1,1,2,343
152,3,339,1,1,1,2,343
415,3,339,0,1,1,2,343
769,3,339,0,1,1,2,343
163,3,339,1,1,1,2,343
409,3,339,0,1,1,2,343
411,3,339,0,1,1,2,343
420,3,339,0,1,1,2,343
80,2,339,0,1,1,2,343
37,3,339,1,1,1,2,343
37,3,339,1,1,1,2,343
72,3,339,0,1,1,2,343
466,3,340,0,0,1,2,217
457,3,340,1,0,1,2,217
483,3,340,1,0,1,2,217
1247,3,340,0,0,1,2,217
376,3,340,0,0,1,2,217
464,3,340,0,0,1,2,217
470,3,340,1,0,1,2,217
426,3,340,1,0,1,2,217
551,2,340,0,0,1,2,217
582,2,340,0,0,1,2,217
41,3,341,0,1,1,2,216
128,2,341,0,1,1,2,216
128,2,341,0,1,1,2,216
128,2,341,0,1,1,2,216
175,1,341,0,1,1,2,216
457,3,341,1,1,1,2,216
591,3,341,0,1,1,2,216
376,3,341,0,1,1,2,216
1487,3,341,1,1,1,2,216
1487,3,341,0,1,1,2,216
174,3,341,1,1,1,2,216
71,3,341,0,1,1,2,216
409,3,341,0,1,1,2,216
411,3,341,0,1,1,2,216
411,3,341,0,1,1,2,216
407,3,341,1,1,1,2,216
80,2,341,0,1,1,2,216
37,3,341,0,1,1,2,216
421,3,341,0,1,1,2,216
41,3,342,1,1,1,2,342
90,2,342,0,1,1,2,342
128,2,342,1,1,1,2,342
91,2,342,0,1,1,2,342
175,1,342,1,1,1,2,342
983,3,342,1,1,1,2,342
174,3,342,1,1,1,2,342
71,3,342,1,1,1,2,342
422,3,342,1,1,1,2,342
411,3,342,0,1,1,2,342
411,3,342,0,1,1,2,342
420,3,342,0,1,1,2,342
551,2,342,0,1,1,2,342
80,2,342,0,1,1,2,342
180,1,342,1,1,1,2,342
72,3,342,0,1,1,2,342
448,3,343,0,0,10,20,44
451,3,343,1,0,10,20,44
451,3,344,1,0,10,20,95
91,2,345,1,0,1,2,241
91,2,345,1,0,1,2,241
91,2,345,1,0,1,2,241
466,3,345,0,0,1,2,241
483,3,345,1,0,1,2,241
1247,3,345,1,0,1,2,241
376,3,345,0,0,1,2,241
376,3,345,1,0,1,2,241
376,3,345,1,0,1,2,241
375,3,345,1,0,1,2,241
394,3,345,1,0,1,2,241
473,3,345,0,0,1,2,241
470,3,345,0,0,1,2,241
535,3,345,0,0,1,2,241
403,3,345,1,0,1,2,241
426,3,345,1,0,1,2,241
359,3,345,1,0,1,2,241
468,3,345,1,0,1,2,241
582,2,345,1,0,1,2,241
374,3,345,1,0,1,2,241
91,2,346,1,0,1,2,131
91,2,346,0,0,1,2,131
91,2,346,1,0,1,2,131
466,3,346,0,0,1,2,131
457,3,346,1,0,1,2,131
376,3,346,0,0,1,2,131
376,3,346,1,0,1,2,131
376,3,346,0,0,1,2,131
464,3,346,1,0,1,2,131
375,3,346,1,0,1,2,131
473,3,346,0,0,1,2,131
470,3,346,1,0,1,2,131
535,3,346,1,0,1,2,131
426,3,346,1,0,1,2,131
374,3,346,1,0,1,2,131
393,2,347,1,0,1,2,131
393,2,347,1,0,1,2,131
91,2,347,1,0,1,2,131
466,3,347,1,0,1,2,131
457,3,347,1,0,1,2,131
483,3,347,1,0,1,2,131
1247,3,347,0,0,1,2,131
376,3,347,0,0,1,2,131
376,3,347,0,0,1,2,131
376,3,347,1,0,1,2,131
376,3,347,0,0,1,2,131
464,3,347,1,0,1,2,131
394,3,347,1,0,1,2,131
473,3,347,0,0,1,2,131
470,3,347,1,0,1,2,131
470,3,347,1,0,1,2,131
359,3,347,1,0,1,2,131
468,3,347,1,0,1,2,131
551,2,347,0,0,1,2,131
582,2,347,0,0,1,2,131
374,3,347,0,0,1,2,131
91,2,348,1,0,1,2,126
466,3,348,1,0,1,2,126
466,3,348,0,0,1,2,126
457,3,348,1,0,1,2,126
457,3,348,1,0,1,2,126
483,3,348,1,0,1,2,126
375,3,348,0,0,1,2,126
394,3,348,1,0,1,2,126
473,3,348,1,0,1,2,126
470,3,348,0,0,1,2,126
470,3,348,1,0,1,2,126
468,3,348,1,0,1,2,126
582,2,348,1,0,1,2,126
374,3,348,1,0,1,2,126
393,2,349,1,0,1,2,42
393,2,349,1,0,1,2,42
91,2,349,1,0,1,2,42
91,2,349,0,0,1,2,42
91,2,349,1,0,1,2,42
380,3,349,0,0,1,2,42
483,3,349,1,0,1,2,42
483,3,349,0,0,1,2,42
1247,3,349,1,0,1,2,42
376,3,349,0,0,1,2,42
375,3,349,1,0,1,2,42
470,3,349,1,0,1,2,42
403,3,349,1,0,1,2,42
426,3,349,0,0,1,2,42
468,3,349,1,0,1,2,42
551,2,349,1,0,1,2,42
582,2,349,1,0,1,2,42
91,2,350,0,0,1,2,42
466,3,350,0,0,1,2,42
380,3,350,0,0,1,2,42
457,3,350,1,0,1,2,42
376,3,350,0,0,1,2,42
376,3,350,0,0,1,2,42
426,3,350,0,0,1,2,42
468,3,350,0,0,1,2,42
374,3,350,1,0,1,2,42
393,2,351,0,0,1,2,214
393,2,351,0,0,1,2,214
91,2,351,1,0,1,2,214
91,2,351,1,0,1,2,214
380,3,351,0,0,1,2,214
457,3,351,1,0,1,2,214
376,3,351,1,0,1,2,214
376,3,351,1,0,1,2,214
464,3,351,1,0,1,2,214
394,3,351,0,0,1,2,214
473,3,351,0,0,1,2,214
470,3,351,0,0,1,2,214
535,3,351,1,0,1,2,214
426,3,351,1,0,1,2,214
359,3,351,0,0,1,2,214
468,3,351,1,0,1,2,214
91,2,352,1,0,1,2,46
457,3,352,1,0,1,2,46
483,3,352,0,0,1,2,46
483,3,352,0,0,1,2,46
376,3,352,1,0,1,2,46
376,3,352,0,0,1,2,46
464,3,352,1,0,1,2,46
375,3,352,1,0,1,2,46
383,3,352,1,0,1,2,46
394,3,352,0,0,1,2,46
397,3,352,1,0,1,2,46
397,3,352,0,0,1,2,46
403,3,352,1,0,1,2,46
426,3,352,1,0,1,2,46
359,3,352,1,0,1,2,46
551,2,352,0,0,1,2,46
128,2,353,0,1,1,2,215
90,2,353,0,1,1,2,215
128,2,353,0,1,1,2,215
128,2,353,1,1,1,2,215
175,1,353,1,1,1,2,215
69,3,353,1,1,1,2,215
769,3,353,0,1,1,2,215
71,3,353,1,1,1,2,215
419,3,353,0,1,1,2,215
551,2,353,0,1,1,2,215
37,3,353,1,1,1,2,215
28,3,353,0,1,1,2,215
421,3,353,0,1,1,2,215
393,2,354,1,0,1,2,215
393,2,354,0,0,1,2,215
91,2,354,1,0,1,2,215
90,2,354,1,0,1,2,215
91,2,354,1,0,1,2,215
466,3,354,0,0,1,2,215
466,3,354,0,0,1,2,215
457,3,354,1,0,1,2,215
467,3,354,1,0,1,2,215
376,3,354,1,0,1,2,215
394,3,354,1,0,1,2,215
397,3,354,1,0,1,2,215
470,3,354,1,0,1,2,215
535,3,354,0,0,1,2,215
403,3,354,1,0,1,2,215
468,3,354,1,0,1,2,215
582,2,354,0,0,1,2,215
393,2,355,1,0,1,2,215
91,2,355,0,0,1,2,215
90,2,355,0,0,1,2,215
91,2,355,0,0,1,2,215
466,3,355,0,0,1,2,215
380,3,355,0,0,1,2,215
380,3,355,0,0,1,2,215
1247,3,355,0,0,1,2,215
376,3,355,1,0,1,2,215
376,3,355,1,0,1,2,215
397,3,355,0,0,1,2,215
473,3,355,0,0,1,2,215
470,3,355,1,0,1,2,215
468,3,355,1,0,1,2,215
551,2,355,0,0,1,2,215
393,2,356,1,0,1,2,216
91,2,356,0,0,1,2,216
380,3,356,0,0,1,2,216
483,3,356,1,0,1,2,216
483,3,356,0,0,1,2,216
1247,3,356,0,0,1,2,216
376,3,356,0,0,1,2,216
376,3,356,0,0,1,2,216
376,3,356,0,0,1,2,216
464,3,356,0,0,1,2,216
397,3,356,0,0,1,2,216
426,3,356,0,0,1,2,216
359,3,356,1,0,1,2,216
468,3,356,0,0,1,2,216
393,2,357,1,0,1,2,128
393,2,357,0,0,1,2,128
91,2,357,1,0,1,2,128
91,2,357,1,0,1,2,128
380,3,357,0,0,1,2,128
380,3,357,0,0,1,2,128
457,3,357,1,0,1,2,128
457,3,357,1,0,1,2,128
467,3,357,1,0,1,2,128
483,3,357,1,0,1,2,128
1247,3,357,0,0,1,2,128
376,3,357,0,0,1,2,128
376,3,357,1,0,1,2,128
376,3,357,0,0,1,2,128
376,3,357,0,0,1,2,128
464,3,357,1,0,1,2,128
397,3,357,0,0,1,2,128
397,3,357,0,0,1,2,128
470,3,357,1,0,1,2,128
535,3,357,1,0,1,2,128
403,3,357,0,0,1,2,128
426,3,357,1,0,1,2,128
468,3,357,1,0,1,2,128
468,3,357,1,0,1,2,128
468,3,357,1,0,1,2,128
582,2,357,0,0,1,2,128
374,3,357,1,0,1,2,128
91,2,358,1,0,1,2,130
91,2,358,1,0,1,2,130
91,2,358,0,0,1,2,130
466,3,358,1,0,1,2,130
483,3,358,1,0,1,2,130
376,3,358,0,0,1,2,130
376,3,358,0,0,1,2,130
376,3,358,0,0,1,2,130
375,3,358,0,0,1,2,130
394,3,358,0,0,1,2,130
397,3,358,0,0,1,2,130
535,3,358,0,0,1,2,130
426,3,358,0,0,1,2,130
359,3,358,1,0,1,2,130
468,3,358,1,0,1,2,130
551,2,358,0,0,1,2,130
91,2,359,1,0,1,2,259
91,2,359,1,0,1,2,259
91,2,359,1,0,1,2,259
466,3,359,1,0,1,2,259
466,3,359,0,0,1,2,259
457,3,359,1,0,1,2,259
483,3,359,1,0,1,2,259
376,3,359,1,0,1,2,259
473,3,359,1,0,1,2,259
470,3,359,1,0,1,2,259
426,3,359,1,0,1,2,259
426,3,359,1,0,1,2,259
359,3,359,0,0,1,2,259
551,2,359,1,0,1,2,259
374,3,359,1,0,1,2,259
41,3,360,1,1,1,2,259
90,2,360,0,1,1,2,259
91,2,360,0,1,1,2,259
1504,3,360,0,1,1,2,259
415,3,360,0,1,1,2,259
414,3,360,1,1,1,2,259
411,3,360,1,1,1,2,259
411,3,360,0,1,1,2,259
419,3,360,0,1,1,2,259
37,3,360,1,1,1,2,259
28,3,360,0,1,1,2,259
421,3,360,0,1,1,2,259
85,2,362,0,1,5,10,295
81,2,362,1,1,5,10,295
576,0,363,0,1,4,9,239
524,3,363,1,1,4,9,239
524,3,363,0,1,4,9,239
483,3,363,1,1,4,9,239
189,3,363,0,1,4,9,239
406,3,363,1,1,4,9,239
80,2,363,1,1,4,9,239
625,5,363,0,1,4,9,239
91,2,364,1,1,4,9,115
91,2,364,1,1,4,9,115
91,2,364,1,1,4,9,115
174,3,364,1,1,4,9,115
511,3,364,1,1,4,9,115
509,3,364,1,1,4,9,115
525,3,364,1,1,4,9,115
359,3,364,1,1,4,9,115
80,2,364,0,1,4,9,115
198,1,364,0,1,4,9,115
624,3,364,1,1,4,9,115
131,2,365,1,0,5,10,5
81,2,365,0,0,5,10,5
41,3,366,1,1,4,9,115
91,2,366,1,1,4,9,115
174,3,366,1,1,4,9,115
359,3,366,0,1,4,9,115
